subscriber_id,actual_churn_90d,predicted_churn_probability,rank,feature,feature_value,shap_value,direction
JIO10054692,0,0.004952737595885992,6,avg_sinr_db,21.5,-0.41078221797943115,reduces churn risk
JIO10054692,0,0.004952737595885992,7,avg_recharge_gap_days,29.4,-0.31657150387763977,reduces churn risk
JIO10054692,0,0.004952737595885992,8,payment_failures_6m,0.0,-0.2126924991607666,reduces churn risk
JIO10054692,0,0.004952737595885992,9,drop_call_rate_pct,0.58,-0.1570127010345459,reduces churn risk
JIO10054692,0,0.004952737595885992,10,avg_resolution_days,4.1,0.13037250936031342,increases churn risk
JIO10054692,0,0.004952737595885992,11,num_services,2.0,-0.10194428265094757,reduces churn risk
JIO10054692,0,0.004952737595885992,12,app_logins_30d,3.0,0.10104722529649734,increases churn risk
JIO10054692,0,0.004952737595885992,13,data_gb_last_month,68.89,0.09236305207014084,increases churn risk
JIO10054692,0,0.004952737595885992,14,recharge_count_6m,6.0,-0.09053659439086914,reduces churn risk
JIO10054692,0,0.004952737595885992,15,arpu_last_month_inr,167.82,-0.08864934742450714,reduces churn risk
JIO10053658,0,0.007103059906512499,1,mnp_enquiry_flag,0.0,-0.8231108784675598,reduces churn risk
JIO10053658,0,0.007103059906512499,2,unresolved_complaints,1.0,0.7210881114006042,increases churn risk
JIO10053658,0,0.007103059906512499,3,site_congestion_score,64.5,0.6329526305198669,increases churn risk
JIO10053658,0,0.007103059906512499,4,tenure_months,52.0,-0.6222385764122009,reduces churn risk
JIO10053658,0,0.007103059906512499,5,avg_sinr_db,20.8,-0.5093669295310974,reduces churn risk
JIO10053658,0,0.007103059906512499,6,arpu_last_month_inr,377.35,-0.46591830253601074,reduces churn risk
JIO10053658,0,0.007103059906512499,7,days_since_last_recharge,44.0,-0.4042559862136841,reduces churn risk
JIO10053658,0,0.007103059906512499,8,complaints_6m,2.0,0.3915790021419525,increases churn risk
JIO10053658,0,0.007103059906512499,9,arpu_3m_avg_inr,399.87,-0.25962942838668823,reduces churn risk
JIO10053658,0,0.007103059906512499,10,avg_recharge_gap_days,55.7,-0.22582557797431946,reduces churn risk
JIO10053658,0,0.007103059906512499,11,arpu_6m_avg_inr,365.63,-0.15100154280662537,reduces churn risk
JIO10053658,0,0.007103059906512499,12,payment_failures_6m,1.0,0.1382482498884201,increases churn risk
JIO10053658,0,0.007103059906512499,13,drop_call_rate_pct,0.65,-0.10688740760087967,reduces churn risk
JIO10053658,0,0.007103059906512499,14,app_logins_30d,6.0,-0.10431978851556778,reduces churn risk
JIO10053658,0,0.007103059906512499,15,avg_resolution_days,5.9,0.08880455046892166,increases churn risk
JIO10036557,0,0.0011566239409148693,1,mnp_enquiry_flag,0.0,-0.8280864357948303,reduces churn risk
JIO10036557,0,0.0011566239409148693,2,tenure_months,79.0,-0.7223466038703918,reduces churn risk
JIO10036557,0,0.0011566239409148693,3,site_congestion_score,66.3,0.6898154616355896,increases churn risk
JIO10036557,0,0.0011566239409148693,4,days_since_last_recharge,31.0,-0.5597257018089294,reduces churn risk
JIO10036557,0,0.0011566239409148693,5,outgoing_to_competitor_pct,18.2,-0.4820963442325592,reduces churn risk
JIO10036557,0,0.0011566239409148693,6,avg_recharge_gap_days,23.9,-0.33848774433135986,reduces churn risk
JIO10036557,0,0.0011566239409148693,7,arpu_last_month_inr,200.65,-0.2960083484649658,reduces churn risk
JIO10036557,0,0.0011566239409148693,8,unresolved_complaints,0.0,-0.29123803973197937,reduces churn risk
JIO10036557,0,0.0011566239409148693,9,drop_call_rate_pct,0.2,-0.2469477355480194,reduces churn risk
JIO10036557,0,0.0011566239409148693,10,avg_resolution_days,10.4,0.23492050170898438,increases churn risk
JIO10036557,0,0.0011566239409148693,11,payment_failures_6m,0.0,-0.20648019015789032,reduces churn risk
JIO10036557,0,0.0011566239409148693,12,family_plan_flag,1.0,-0.17197968065738678,reduces churn risk
JIO10036557,0,0.0011566239409148693,13,app_logins_30d,5.0,-0.1375187635421753,reduces churn risk
JIO10036557,0,0.0011566239409148693,14,complaints_6m,1.0,-0.11668022722005844,reduces churn risk
JIO10036557,0,0.0011566239409148693,15,autopay_enabled,0.0,0.08824276924133301,increases churn risk
JIO10023610,0,0.0004591124306898564,1,mnp_enquiry_flag,0.0,-0.8302904367446899,reduces churn risk
JIO10023610,0,0.0004591124306898564,2,tenure_months,63.0,-0.5532503724098206,reduces churn risk
JIO10023610,0,0.0004591124306898564,3,site_congestion_score,8.0,-0.5439774990081787,reduces churn risk
JIO10023610,0,0.0004591124306898564,4,arpu_last_month_inr,330.01,-0.5192592144012451,reduces churn risk
JIO10023610,0,0.0004591124306898564,5,avg_recharge_gap_days,37.5,-0.30950668454170227,reduces churn risk
JIO10023610,0,0.0004591124306898564,6,app_logins_30d,7.0,-0.30438268184661865,reduces churn risk
JIO10023610,0,0.0004591124306898564,7,arpu_3m_avg_inr,334.9,-0.28003808856010437,reduces churn risk
JIO10023610,0,0.0004591124306898564,8,days_since_last_recharge,63.0,-0.27656131982803345,reduces churn risk
JIO10023610,0,0.0004591124306898564,9,unresolved_complaints,0.0,-0.2627618610858917,reduces churn risk
JIO10023610,0,0.0004591124306898564,10,complaints_6m,0.0,-0.16509442031383514,reduces churn risk
JIO10023610,0,0.0004591124306898564,11,drop_call_rate_pct,0.41,-0.15026703476905823,reduces churn risk
JIO10023610,0,0.0004591124306898564,12,avg_resolution_days,0.0,-0.14430339634418488,reduces churn risk
JIO10023610,0,0.0004591124306898564,13,payment_failures_6m,1.0,0.12787465751171112,increases churn risk
JIO10023610,0,0.0004591124306898564,14,outgoing_to_competitor_pct,25.4,-0.12105170637369156,reduces churn risk
JIO10023610,0,0.0004591124306898564,15,arpu_6m_avg_inr,264.07,-0.12022873014211655,reduces churn risk
JIO10032783,0,0.033123090863227844,1,days_since_last_recharge,210.0,2.1391937732696533,increases churn risk
JIO10032783,0,0.033123090863227844,2,avg_recharge_gap_days,400.0,1.0557762384414673,increases churn risk
JIO10032783,0,0.033123090863227844,3,mnp_enquiry_flag,0.0,-0.917675793170929,reduces churn risk
JIO10032783,0,0.033123090863227844,4,outgoing_to_competitor_pct,4.5,-0.8161299228668213,reduces churn risk
JIO10032783,0,0.033123090863227844,5,site_congestion_score,19.3,-0.3967527747154236,reduces churn risk
JIO10032783,0,0.033123090863227844,6,app_logins_30d,12.0,-0.3350168764591217,reduces churn risk
JIO10032783,0,0.033123090863227844,7,autopay_enabled,1.0,-0.3139197826385498,reduces churn risk
JIO10032783,0,0.033123090863227844,8,unresolved_complaints,0.0,-0.2736976742744446,reduces churn risk
JIO10032783,0,0.033123090863227844,9,drop_call_rate_pct,0.3,-0.21092869341373444,reduces churn risk
JIO10032783,0,0.033123090863227844,10,tenure_months,30.0,-0.1947133094072342,reduces churn risk
JIO10032783,0,0.033123090863227844,11,family_plan_flag,1.0,-0.19303260743618011,reduces churn risk
JIO10032783,0,0.033123090863227844,12,complaints_6m,0.0,-0.15064652264118195,reduces churn risk
JIO10032783,0,0.033123090863227844,13,payment_failures_6m,1.0,0.14284633100032806,increases churn risk
JIO10032783,0,0.033123090863227844,14,avg_resolution_days,0.0,-0.1315385103225708,reduces churn risk
JIO10032783,0,0.033123090863227844,15,recharge_count_6m,1.0,0.09146535396575928,increases churn risk
JIO10046844,0,0.06300802528858185,1,days_since_last_recharge,210.0,2.0406172275543213,increases churn risk
JIO10046844,0,0.06300802528858185,2,avg_recharge_gap_days,400.0,1.0104906558990479,increases churn risk
JIO10046844,0,0.06300802528858185,3,mnp_enquiry_flag,0.0,-0.8890258073806763,reduces churn risk
JIO10046844,0,0.06300802528858185,4,tenure_months,101.0,-0.7599143385887146,reduces churn risk
JIO10046844,0,0.06300802528858185,5,payment_failures_6m,2.0,0.5130690336227417,increases churn risk
JIO10046844,0,0.06300802528858185,6,outgoing_to_competitor_pct,15.4,-0.4929116666316986,reduces churn risk
JIO10046844,0,0.06300802528858185,7,drop_call_rate_pct,1.35,0.33183810114860535,increases churn risk
JIO10046844,0,0.06300802528858185,8,arpu_6m_avg_inr,279.85,-0.26550042629241943,reduces churn risk
JIO10046844,0,0.06300802528858185,9,unresolved_complaints,0.0,-0.23392876982688904,reduces churn risk
JIO10046844,0,0.06300802528858185,10,home_product_None,0.0,-0.22211810946464539,reduces churn risk
JIO10046844,0,0.06300802528858185,11,arpu_last_month_inr,231.68,-0.19697518646717072,reduces churn risk
JIO10046844,0,0.06300802528858185,12,avg_resolution_days,0.0,-0.14296214282512665,reduces churn risk
JIO10046844,0,0.06300802528858185,13,complaints_6m,0.0,-0.1313963234424591,reduces churn risk
JIO10046844,0,0.06300802528858185,14,voice_minutes_last_month,527.0,-0.13134612143039703,reduces churn risk
JIO10046844,0,0.06300802528858185,15,avg_sinr_db,14.9,-0.12061388045549393,reduces churn risk
JIO10033005,0,0.010720476508140564,1,days_since_last_recharge,2.0,-1.2077770233154297,reduces churn risk
JIO10033005,0,0.010720476508140564,2,mnp_enquiry_flag,0.0,-0.9542942047119141,reduces churn risk
JIO10033005,0,0.010720476508140564,3,outgoing_to_competitor_pct,46.7,0.6151209473609924,increases churn risk
JIO10033005,0,0.010720476508140564,4,tenure_months,9.0,0.4827977418899536,increases churn risk
JIO10033005,0,0.010720476508140564,5,avg_recharge_gap_days,23.4,-0.414969801902771,reduces churn risk
JIO10033005,0,0.010720476508140564,6,unresolved_complaints,0.0,-0.31163036823272705,reduces churn risk
JIO10033005,0,0.010720476508140564,7,site_congestion_score,55.5,0.3039563000202179,increases churn risk
JIO10033005,0,0.010720476508140564,8,avg_sinr_db,7.6,0.2295038104057312,increases churn risk
JIO10033005,0,0.010720476508140564,9,avg_resolution_days,11.9,0.22052410244941711,increases churn risk
JIO10033005,0,0.010720476508140564,10,drop_call_rate_pct,0.49,-0.17832046747207642,reduces churn risk
JIO10033005,0,0.010720476508140564,11,payment_failures_6m,0.0,-0.15798956155776978,reduces churn risk
JIO10033005,0,0.010720476508140564,12,arpu_last_month_inr,163.11,-0.1540098786354065,reduces churn risk
JIO10033005,0,0.010720476508140564,13,app_logins_30d,2.0,0.12686394155025482,increases churn risk
JIO10033005,0,0.010720476508140564,14,recharge_count_6m,7.0,-0.11754171550273895,reduces churn risk
JIO10033005,0,0.010720476508140564,15,complaints_6m,1.0,-0.10524856299161911,reduces churn risk
JIO10063936,0,0.0007526101544499397,1,mnp_enquiry_flag,0.0,-0.856114387512207,reduces churn risk
JIO10063936,0,0.0007526101544499397,2,days_since_last_recharge,27.0,-0.6333292722702026,reduces churn risk
JIO10063936,0,0.0007526101544499397,3,outgoing_to_competitor_pct,15.2,-0.5528603792190552,reduces churn risk
JIO10063936,0,0.0007526101544499397,4,avg_recharge_gap_days,26.5,-0.3584592640399933,reduces churn risk
JIO10063936,0,0.0007526101544499397,5,app_logins_30d,9.0,-0.3233433961868286,reduces churn risk
JIO10063936,0,0.0007526101544499397,6,arpu_last_month_inr,260.2,-0.3144511580467224,reduces churn risk
JIO10063936,0,0.0007526101544499397,7,unresolved_complaints,0.0,-0.2933088541030884,reduces churn risk
JIO10063936,0,0.0007526101544499397,8,site_congestion_score,26.3,-0.26396292448043823,reduces churn risk
JIO10063936,0,0.0007526101544499397,9,payment_failures_6m,0.0,-0.1807715892791748,reduces churn risk
JIO10063936,0,0.0007526101544499397,10,avg_sinr_db,17.9,-0.17899709939956665,reduces churn risk
JIO10063936,0,0.0007526101544499397,11,drop_call_rate_pct,0.54,-0.1385708749294281,reduces churn risk
JIO10063936,0,0.0007526101544499397,12,complaints_6m,1.0,-0.1145799309015274,reduces churn risk
JIO10063936,0,0.0007526101544499397,13,arpu_3m_avg_inr,256.41,-0.11351046711206436,reduces churn risk
JIO10063936,0,0.0007526101544499397,14,tenure_months,16.0,0.09939195215702057,increases churn risk
JIO10063936,0,0.0007526101544499397,15,autopay_enabled,0.0,0.0938592180609703,increases churn risk
JIO10039697,0,0.0010544434189796448,1,mnp_enquiry_flag,0.0,-0.8526227474212646,reduces churn risk
JIO10039697,0,0.0010544434189796448,2,arpu_last_month_inr,1048.19,-0.5842292308807373,reduces churn risk
JIO10039697,0,0.0010544434189796448,3,tenure_months,64.0,-0.5526595115661621,reduces churn risk
JIO10039697,0,0.0010544434189796448,4,outgoing_to_competitor_pct,47.7,0.48628950119018555,increases churn risk
JIO10039697,0,0.0010544434189796448,5,app_logins_30d,18.0,-0.47551068663597107,reduces churn risk
JIO10039697,0,0.0010544434189796448,6,days_since_last_recharge,49.0,-0.3422555923461914,reduces churn risk
JIO10039697,0,0.0010544434189796448,7,arpu_3m_avg_inr,1065.34,-0.3150225281715393,reduces churn risk
JIO10039697,0,0.0010544434189796448,8,avg_recharge_gap_days,37.5,-0.30763354897499084,reduces churn risk
JIO10039697,0,0.0010544434189796448,9,unresolved_complaints,0.0,-0.2843652665615082,reduces churn risk
JIO10039697,0,0.0010544434189796448,10,home_product_None,0.0,-0.24405181407928467,reduces churn risk
JIO10039697,0,0.0010544434189796448,11,arpu_6m_avg_inr,891.86,-0.18905454874038696,reduces churn risk
JIO10039697,0,0.0010544434189796448,12,avg_resolution_days,7.8,0.17309287190437317,increases churn risk
JIO10039697,0,0.0010544434189796448,13,drop_call_rate_pct,0.47,-0.13347983360290527,reduces churn risk
JIO10039697,0,0.0010544434189796448,14,complaints_6m,1.0,-0.12893928587436676,reduces churn risk
JIO10039697,0,0.0010544434189796448,15,avg_sinr_db,11.2,0.11400844901800156,increases churn risk
JIO10041212,0,0.020521072670817375,1,unresolved_complaints,1.0,0.9674618244171143,increases churn risk
JIO10041212,0,0.020521072670817375,2,mnp_enquiry_flag,0.0,-0.8049812316894531,reduces churn risk
JIO10041212,0,0.020521072670817375,3,outgoing_to_competitor_pct,15.5,-0.4812643527984619,reduces churn risk
JIO10041212,0,0.020521072670817375,4,avg_sinr_db,4.2,0.4693760871887207,increases churn risk
JIO10041212,0,0.020521072670817375,5,days_since_last_recharge,93.0,0.42295026779174805,increases churn risk
JIO10041212,0,0.020521072670817375,6,app_logins_30d,9.0,-0.4034747779369354,reduces churn risk
JIO10041212,0,0.020521072670817375,7,tenure_months,42.0,-0.28289395570755005,reduces churn risk
JIO10041212,0,0.020521072670817375,8,arpu_last_month_inr,212.79,-0.2714357078075409,reduces churn risk
JIO10041212,0,0.020521072670817375,9,avg_recharge_gap_days,73.6,-0.24028317630290985,reduces churn risk
JIO10041212,0,0.020521072670817375,10,drop_call_rate_pct,0.02,-0.22208739817142487,reduces churn risk
JIO10041212,0,0.020521072670817375,11,family_plan_flag,1.0,-0.21434345841407776,reduces churn risk
JIO10041212,0,0.020521072670817375,12,avg_resolution_days,7.4,0.14834795892238617,increases churn risk
JIO10041212,0,0.020521072670817375,13,complaints_6m,1.0,-0.12791691720485687,reduces churn risk
JIO10041212,0,0.020521072670817375,14,payment_failures_6m,1.0,0.11030208319425583,increases churn risk
JIO10041212,0,0.020521072670817375,15,arpu_3m_avg_inr,245.59,-0.08514145761728287,reduces churn risk
JIO10005801,0,0.005024054553359747,1,mnp_enquiry_flag,0.0,-0.9090241193771362,reduces churn risk
JIO10005801,0,0.005024054553359747,2,outgoing_to_competitor_pct,13.0,-0.7261869311332703,reduces churn risk
JIO10005801,0,0.005024054553359747,3,days_since_last_recharge,43.0,-0.45113876461982727,reduces churn risk
JIO10005801,0,0.005024054553359747,4,autopay_enabled,1.0,-0.4168573021888733,reduces churn risk
JIO10005801,0,0.005024054553359747,5,complaints_6m,2.0,0.4118368625640869,increases churn risk
JIO10005801,0,0.005024054553359747,6,unresolved_complaints,0.0,-0.3136637210845947,reduces churn risk
JIO10005801,0,0.005024054553359747,7,arpu_last_month_inr,114.93,0.24413472414016724,increases churn risk
JIO10005801,0,0.005024054553359747,8,payment_failures_6m,0.0,-0.20077012479305267,reduces churn risk
JIO10005801,0,0.005024054553359747,9,drop_call_rate_pct,0.45,-0.18713419139385223,reduces churn risk
JIO10005801,0,0.005024054553359747,10,avg_recharge_gap_days,101.5,-0.1584942787885666,reduces churn risk
JIO10005801,0,0.005024054553359747,11,app_logins_30d,6.0,-0.11645793914794922,reduces churn risk
JIO10005801,0,0.005024054553359747,12,avg_resolution_days,5.4,0.10881631821393967,increases churn risk
JIO10005801,0,0.005024054553359747,13,avg_sinr_db,11.5,0.09653270989656448,increases churn risk
JIO10005801,0,0.005024054553359747,14,arpu_6m_avg_inr,127.68,0.06970417499542236,increases churn risk
JIO10005801,0,0.005024054553359747,15,arpu_3m_avg_inr,115.68,0.06371628493070602,increases churn risk
JIO10041485,0,0.06354861706495285,1,days_since_last_recharge,210.0,2.004917860031128,increases churn risk
JIO10041485,0,0.06354861706495285,2,avg_recharge_gap_days,400.0,1.0214104652404785,increases churn risk
JIO10041485,0,0.06354861706495285,3,mnp_enquiry_flag,0.0,-0.9148465991020203,reduces churn risk
JIO10041485,0,0.06354861706495285,4,outgoing_to_competitor_pct,16.8,-0.4711471498012543,reduces churn risk
JIO10041485,0,0.06354861706495285,5,arpu_6m_avg_inr,263.25,-0.26891836524009705,reduces churn risk
JIO10041485,0,0.06354861706495285,6,unresolved_complaints,0.0,-0.24023786187171936,reduces churn risk
JIO10041485,0,0.06354861706495285,7,family_plan_flag,1.0,-0.23373650014400482,reduces churn risk
JIO10041485,0,0.06354861706495285,8,app_logins_30d,7.0,-0.21631957590579987,reduces churn risk
JIO10041485,0,0.06354861706495285,9,arpu_last_month_inr,230.0,-0.2048506736755371,reduces churn risk
JIO10041485,0,0.06354861706495285,10,tenure_months,26.0,-0.1823563426733017,reduces churn risk
JIO10041485,0,0.06354861706495285,11,payment_failures_6m,1.0,0.1480301022529602,increases churn risk
JIO10041485,0,0.06354861706495285,12,avg_sinr_db,17.0,-0.13275013864040375,reduces churn risk
JIO10041485,0,0.06354861706495285,13,complaints_6m,0.0,-0.12911812961101532,reduces churn risk
JIO10041485,0,0.06354861706495285,14,drop_call_rate_pct,0.93,0.10981286317110062,increases churn risk
JIO10041485,0,0.06354861706495285,15,avg_resolution_days,0.0,-0.10718004405498505,reduces churn risk
JIO10047651,0,0.0018138635205104947,1,mnp_enquiry_flag,0.0,-0.9309520721435547,reduces churn risk
JIO10047651,0,0.0018138635205104947,2,avg_sinr_db,21.9,-0.5850180387496948,reduces churn risk
JIO10047651,0,0.0018138635205104947,3,days_since_last_recharge,36.0,-0.5690024495124817,reduces churn risk
JIO10047651,0,0.0018138635205104947,4,tenure_months,10.0,0.4496356248855591,increases churn risk
JIO10047651,0,0.0018138635205104947,5,outgoing_to_competitor_pct,42.3,0.41021114587783813,increases churn risk
JIO10047651,0,0.0018138635205104947,6,avg_recharge_gap_days,31.9,-0.35459238290786743,reduces churn risk
JIO10047651,0,0.0018138635205104947,7,app_logins_30d,7.0,-0.34960779547691345,reduces churn risk
JIO10047651,0,0.0018138635205104947,8,arpu_last_month_inr,220.83,-0.3203408420085907,reduces churn risk
JIO10047651,0,0.0018138635205104947,9,unresolved_complaints,0.0,-0.30789604783058167,reduces churn risk
JIO10047651,0,0.0018138635205104947,10,payment_failures_6m,0.0,-0.19499346613883972,reduces churn risk
JIO10047651,0,0.0018138635205104947,11,complaints_6m,1.0,-0.1128557100892067,reduces churn risk
JIO10047651,0,0.0018138635205104947,12,autopay_enabled,0.0,0.10601861774921417,increases churn risk
JIO10047651,0,0.0018138635205104947,13,data_gb_last_month,30.81,-0.10279716551303864,reduces churn risk
JIO10047651,0,0.0018138635205104947,14,is_5g_active,1.0,-0.09601470828056335,reduces churn risk
JIO10047651,0,0.0018138635205104947,15,avg_resolution_days,2.7,0.08783482015132904,increases churn risk
JIO10004289,0,0.0005170856602489948,1,days_since_last_recharge,3.0,-1.1249756813049316,reduces churn risk
JIO10004289,0,0.0005170856602489948,2,mnp_enquiry_flag,0.0,-0.8925229907035828,reduces churn risk
JIO10004289,0,0.0005170856602489948,3,tenure_months,49.0,-0.4352525770664215,reduces churn risk
JIO10004289,0,0.0005170856602489948,4,avg_recharge_gap_days,9.9,-0.3832376003265381,reduces churn risk
JIO10004289,0,0.0005170856602489948,5,drop_call_rate_pct,0.07,-0.27812567353248596,reduces churn risk
JIO10004289,0,0.0005170856602489948,6,avg_sinr_db,17.7,-0.2607516050338745,reduces churn risk
JIO10004289,0,0.0005170856602489948,7,unresolved_complaints,0.0,-0.26042723655700684,reduces churn risk
JIO10004289,0,0.0005170856602489948,8,payment_failures_6m,0.0,-0.21758617460727692,reduces churn risk
JIO10004289,0,0.0005170856602489948,9,family_plan_flag,1.0,-0.20175312459468842,reduces churn risk
JIO10004289,0,0.0005170856602489948,10,avg_resolution_days,0.0,-0.17542949318885803,reduces churn risk
JIO10004289,0,0.0005170856602489948,11,site_congestion_score,28.4,-0.1743108332157135,reduces churn risk
JIO10004289,0,0.0005170856602489948,12,complaints_6m,0.0,-0.11774816364049911,reduces churn risk
JIO10004289,0,0.0005170856602489948,13,arpu_last_month_inr,155.0,-0.10977817326784134,reduces churn risk
JIO10004289,0,0.0005170856602489948,14,outgoing_to_competitor_pct,35.9,0.08551724255084991,increases churn risk
