subscriber_id,actual_churn_90d,tenure_months,plan_price_inr,plan_validity_days,arpu_last_month_inr,arpu_3m_avg_inr,arpu_6m_avg_inr,recharge_count_6m,avg_recharge_gap_days,days_since_last_recharge,payment_failures_6m,autopay_enabled,data_gb_last_month,data_gb_3m_avg,voice_minutes_last_month,sms_count_last_month,is_5g_device,is_5g_active,avg_sinr_db,drop_call_rate_pct,site_congestion_score,complaints_6m,unresolved_complaints,avg_resolution_days,num_services,family_plan_flag,app_logins_30d,outgoing_to_competitor_pct,roaming_user_flag,offer_exposed_90d,offer_redeemed_90d,mnp_enquiry_flag,circle_Andhra Pradesh & Telangana,circle_Assam,circle_Bihar & Jharkhand,circle_Delhi NCR,circle_Gujarat,circle_Haryana,circle_Himachal Pradesh,circle_Jammu & Kashmir,circle_Karnataka,circle_Kerala,circle_Kolkata,circle_Madhya Pradesh & Chhattisgarh,circle_Maharashtra & Goa,circle_Mumbai,circle_North East,circle_Odisha,circle_Punjab,circle_Rajasthan,circle_Tamil Nadu,circle_Uttar Pradesh East,circle_Uttar Pradesh West,circle_West Bengal,zone_East,zone_North,zone_South,zone_West,device_brand_Apple,device_brand_JioBharat / JioPhone,device_brand_Motorola,device_brand_OPPO,device_brand_OnePlus,device_brand_POCO,device_brand_Samsung,device_brand_Tecno,device_brand_Xiaomi,device_brand_realme,device_brand_vivo,home_product_JioAirFiber,home_product_JioFiber,home_product_None,plan_type_Postpaid,plan_type_Prepaid
JIO10033005,0,0.48279774,0.028779998,-0.012196674,-0.15400988,-0.018902805,-0.01684675,-0.117541716,-0.4149698,-1.207777,-0.15798956,0.09851787,-0.08684629,-0.026655504,-0.005014223,0.043545693,0.021998517,0.047977343,0.22950381,-0.17832047,0.3039563,-0.10524856,-0.31163037,0.2205241,0.0615885,0.021911807,0.12686394,0.61512095,-0.001355554,0.0118865585,0.0,-0.9542942,0.0,0.0,-0.0026651078,0.0,0.0,0.0,0.0,0.0,0.0017677036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036367573,0.0,-0.001110405,0.0,0.0,-0.02981705,-0.05313311,0.0012886757,0.0,0.015830573,0.0,0.0,0.0,-0.0029794788,0.0008086815,0.0,0.0,0.0,-0.0035856583,0.0,0.0,0.012626778,0.0,0.0
JIO10063936,0,0.09939195,-0.053094853,-0.024911512,-0.31445116,-0.11351047,-0.046208773,-0.07229017,-0.35845926,-0.6333293,-0.18077159,0.09385922,0.08115566,0.015757866,0.027088815,-0.023917401,0.036469262,0.03539818,-0.1789971,-0.13857087,-0.26396292,-0.11457993,-0.29330885,0.05930052,-0.085972734,0.03934944,-0.3233434,-0.5528604,-0.001355554,-0.0032142946,0.0,-0.8561144,0.0,0.0,-0.0026651078,0.0,0.0,0.0,0.0,0.0,0.0022866447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0020350204,0.0,-0.0033519764,0.0,0.0,-0.023033217,0.012695439,-0.009384888,0.0,0.015830573,0.0,0.0,0.0,-0.0029794788,0.0008086815,0.0,0.0,0.0,-0.000913153,0.0,0.0,0.012582533,0.0,0.0
JIO10039697,0,-0.5526595,0.019309606,-0.012986056,-0.58422923,-0.31502253,-0.18905455,-0.04878468,-0.30763355,-0.3422556,0.10227658,0.08308136,0.035440072,-0.025666008,-0.060190864,-0.04483659,-0.033327408,-0.08594904,0.11400845,-0.13347983,-0.010020353,-0.12893929,-0.28436527,0.17309287,-0.07865655,0.029972384,-0.4755107,0.4862895,0.014444834,-0.0032142946,0.0,-0.85262275,0.0,0.0,-0.0009219335,0.0,0.0,0.0,0.0,0.0,0.0022866447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0030259183,0.0,-0.0026725947,0.0,0.0,-0.018781671,-0.046502993,0.0016168475,0.0,-0.0018145039,0.0,0.0,0.0,-0.0029794788,0.0008086815,0.0,0.0,0.0,0.01943643,0.0,0.0,-0.24405181,0.0,0.0
JIO10041212,0,-0.28289396,0.03435246,-0.031687442,-0.2714357,-0.08514146,0.003770915,0.037182733,-0.24028318,0.42295027,0.11030208,0.06480776,-0.032443706,-0.007779762,0.035126023,-0.03872577,0.03793864,0.033432733,0.4693761,-0.2220874,-0.08487798,-0.12791692,0.9674618,0.14834796,0.042964377,-0.21434346,-0.40347478,-0.48126435,-0.001355554,-0.0032142946,0.0,-0.80498123,0.0,0.0,-0.0009219335,0.0,0.0,0.0,0.0,0.0,0.0022866447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002004926,0.0,-0.0020158396,0.0,0.0,0.075021796,0.009821472,0.0071492656,0.0,0.0062877135,0.0,0.0,0.0,-0.0029794788,0.0008086815,0.0,0.0,0.0,-0.000913153,0.0,0.0,0.01338085,0.0,0.0
JIO10005801,0,0.03610345,0.015384649,-0.014331774,0.24413472,0.063716285,0.069704175,-0.004715476,-0.15849428,-0.45113876,-0.20077012,-0.4168573,-0.038784984,-0.019270962,-0.022259112,0.044679068,0.031816497,0.046159703,0.09653271,-0.18713419,0.046096966,0.41183686,-0.31366372,0.10881632,0.04850574,0.031945523,-0.11645794,-0.72618693,0.035117295,-0.0012701958,0.0,-0.9090241,0.0,0.0,-0.0026651078,0.0,0.0,0.0,0.0,0.0,0.0020166112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0021372263,0.0,-0.0018813687,0.0,0.0,-0.013993748,0.009740777,-0.009384888,0.0,0.015830573,0.0,0.0,0.0,-0.0029794788,0.0008086815,0.0,0.0,0.0,-0.000913153,0.0,0.0,0.0124838725,0.0,0.0
JIO10041485,0,-0.18235634,0.010537053,0.038749997,-0.20485067,-0.033539515,-0.26891837,0.06989259,1.0214105,2.0049179,0.1480301,0.060028724,0.07478758,-0.024193035,0.06449689,-0.044305246,0.011456851,0.024976969,-0.13275014,0.10981286,-0.07543662,-0.12911813,-0.24023786,-0.107180044,0.03845856,-0.2337365,-0.21631958,-0.47114715,-0.001355554,-0.0032142946,0.0,-0.9148466,0.0,0.0,-0.0009219335,0.0,0.0,0.0,0.0,0.0,0.0022866447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03462841,0.0,-0.0033519764,0.0,0.0,-0.033853557,-0.046391416,0.0018319968,0.0,-0.0018145039,0.0,0.0,0.0,-0.0029794788,0.00049802434,0.0,0.0,0.0,-0.000913153,0.0,0.0,0.012234841,0.0,0.0
JIO10047651,0,0.44963562,0.02168537,-0.015337848,-0.32034084,-0.06417997,-0.01850895,-0.08453104,-0.35459238,-0.56900245,-0.19499347,0.10601862,-0.102797166,-0.08187662,0.022807231,-0.03425683,-0.053131808,-0.09601471,-0.58501804,-0.06233225,0.006721137,-0.11285571,-0.30789605,0.08783482,-0.08263384,0.030655498,-0.3496078,0.41021115,-0.0032955306,-0.0032142946,0.0,-0.9309521,0.0,0.0,0.031235987,0.0,0.0,0.0,0.0,0.0,0.0022866447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0020350204,0.0,-0.0026725947,0.0,0.0,-0.0121010225,0.0038343275,0.0016168475,0.0,-0.0018145039,0.0,0.0,0.0,-0.0029794788,0.0008086815,0.0,0.0,0.0,-0.0035856583,0.0,0.0,0.012319723,0.0,0.0
JIO10004289,0,-0.43525258,0.028455447,-0.0129220495,-0.10977817,-0.013606317,-0.021325266,-0.061011445,-0.3832376,-1.1249757,-0.21758617,0.083873756,-0.040907294,-0.066250145,0.026169365,-0.037190635,0.026470633,0.04047014,-0.2607516,-0.27812567,-0.17431083,-0.11774816,-0.26042724,-0.1754295,0.050037127,-0.20175312,0.048612855,0.08551724,-0.0032955306,-0.0032142946,0.0,-0.892523,0.0,0.0,-0.0009219335,0.0,0.0,0.0,0.0,0.0,0.0017677036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0020350204,0.0,-0.001110405,0.0,0.0,-0.020119611,0.01081218,-0.007488043,0.0,-0.0018145039,0.0,0.0,0.0,-0.0029794788,-0.004457484,0.0,0.0,0.0,-0.000913153,0.0,0.0,0.0100853145,0.0,0.0
JIO10037335,0,0.8380959,0.030098207,-0.0058333864,0.6208048,0.3649131,0.045801904,0.034186773,-0.11238001,-0.35963517,-0.20596224,0.09971417,0.07692048,0.012361345,-0.02092576,-0.03426277,0.027041335,0.042515013,0.27714905,-0.06959724,-0.22699817,-0.09678982,-0.24788815,0.1774509,-0.11386288,0.025407596,0.27034876,-0.094474055,-0.001355554,-0.0012701958,0.0,-0.9390143,0.0,0.0,-0.0026651078,0.0,0.0,0.0,0.0,0.0,0.0020166112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0021372263,0.0,-0.0012019872,0.0,0.0,0.04355507,0.009576741,0.0016168475,0.0,-0.0018145039,0.0,0.0,0.0,-0.0020454093,0.0008086815,0.0,0.0,0.0,0.0049498403,0.0,0.0,0.012155538,0.0,0.0
JIO10056442,0,-0.27166626,0.0025665308,-0.018533181,-0.10142179,-0.046807893,-0.0034652567,-0.051507074,-0.3371794,-0.71393937,-0.23630509,0.08250215,0.071789,0.013921435,-0.05074174,-0.001652617,-0.039517697,-0.067515545,-0.179192,-0.1535763,-0.3634103,-0.12692475,-0.2879883,-0.15629926,-0.12097643,0.035505842,-0.10375865,-0.5697029,-0.001355554,-0.0032142946,0.0,-0.8700739,0.0,0.0,-0.0009219335,0.0,0.0,0.0,0.0,0.0,0.0017677036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0020350204,0.0,-0.0033519764,0.0,0.0,0.040890902,0.009352098,0.0016168475,0.0,-0.0018145039,0.0,0.0,0.0,0.055669338,0.0008086815,0.0,0.0,0.0,-0.000913153,0.0,0.0,0.011216097,0.0,0.0
JIO10038941,0,0.45880783,-0.024656838,-0.007804884,-0.26894054,-0.057284348,-0.036114324,0.007392031,-0.16299163,0.5482043,-0.18261264,0.091565676,0.073888466,-0.0028030146,0.035112265,0.022919687,0.026444312,0.034363102,0.42312574,-0.1852405,-0.11626273,-0.1477356,-0.33106074,-0.14449975,0.05688903,-0.2395063,0.021981837,-0.64343715,-0.001355554,0.0118865585,0.0,-0.91780114,0.0,0.0,-0.0026651078,0.0,0.0,0.0,0.0,0.0,0.0022866447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0020350204,0.0,-0.0033519764,0.0,0.0,0.04355507,0.0096336305,0.0016168475,0.0,0.015830573,0.0,0.0,0.0,-0.0029794788,0.0008086815,0.0,0.0,0.0,-0.000913153,0.0,0.0,0.011649195,0.0,0.0
JIO10011598,0,-0.39102173,0.009635499,-0.010471924,0.11147561,0.049373224,0.006915752,-0.034594852,-0.39060575,-0.65358895,-0.23321603,0.084093265,-0.051332496,-0.07198859,-0.035524003,0.033504695,-0.038462136,-0.08829434,-0.2137603,-0.14617056,-0.38764343,-0.11221008,-0.23586544,-0.16594884,0.06098881,0.031106465,0.28987134,0.010665961,-0.0032955306,-0.0012701958,0.0,-0.92617434,0.0,0.0,-0.0009219335,0.0,0.0,0.0,0.0,0.0,0.0010002037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03462841,0.0,-0.0012019872,0.0,0.0,-0.03208662,-0.043784846,0.0016168475,0.0,-0.0018145039,0.0,0.0,0.0,-0.0029794788,-0.004457484,0.0,0.0,0.0,-0.000913153,0.0,0.0,0.010140052,0.0,0.0
JIO10053737,0,-0.16617166,-0.033231642,-0.012683736,-0.3639402,-0.18829265,-0.14046532,-0.0101365205,-0.22116438,-0.47757107,-0.13724092,0.08591592,-0.033533372,-0.04374017,-0.111013494,-0.022879932,0.031219475,0.031891268,-0.048387207,0.911611,0.026574919,-0.15165173,-0.29876897,-0.14170809,0.066548936,0.044808697,-0.11363699,-0.450916,-0.0032955306,-0.0013952255,0.0,-0.92793584,0.0,0.0,-0.0009219335,0.0,0.0,0.0,0.0,0.0,0.0022866447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0020350204,0.0,-0.0033519764,0.0,0.0,-0.022372821,0.0074688382,0.0016168475,0.0,0.015830573,0.0,0.0,0.0,-0.0029794788,0.0008086815,0.0,0.0,0.0,-0.000913153,0.0,0.0,0.01313897,0.0,0.0
JIO10011176,0,0.047476828,-0.15228681,-0.02355096,-0.08866375,-0.049594633,0.005029051,-0.059513386,-0.3487544,-0.631649,0.15135463,-0.4635162,-0.03159685,0.16057716,0.022674313,-0.035054218,0.032582056,0.040727198,0.2921595,0.101225436,-0.21389745,-0.1741354,-0.35623336,-0.13220671,-0.08467127,0.03827913,-0.36713785,0.43106505,-0.0032955306,-0.0032142946,0.0,-0.93965155,0.0,0.0,-0.0026651078,0.0,0.0,0.0,0.0,0.0,0.0022866447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0020350204,0.0,-0.0027641768,0.0,0.0,0.034121715,0.0046078684,0.0016168475,0.0,-0.0018145039,0.0,0.0,0.0,-0.0029794788,0.0008086815,0.0,0.0,0.0,-0.0035856583,0.0,0.0,0.012160166,0.0,0.0
JIO10053824,0,-0.2013778,0.003335987,-0.01335283,0.13437171,-0.020277489,0.051164895,-0.09719594,-0.35996,-1.0082268,-0.15888749,0.08768309,0.056079462,-0.053621426,0.009340572,-0.035066817,0.037831843,0.044348452,0.19781306,0.8891904,-0.39968964,-0.110457174,-0.25649717,0.16334677,0.06116297,0.035170827,0.07587497,-0.09812132,-0.001355554,0.0051595857,0.0,-0.88310355,0.0,0.0,-0.0009219335,0.0,0.0,0.0,0.0,0.0,0.0017677036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0020350204,0.0,0.015637338,0.0,0.0,0.05237574,0.0096336305,0.0012886757,0.0,-0.0018145039,0.0,0.0,0.0,-0.0029794788,0.0008086815,0.0,0.0,0.0,0.0049498403,0.0,0.0,0.01091364,0.0,0.0
JIO10052413,0,-0.19592544,0.031152807,-0.024320059,-0.26155487,-0.062726796,-0.022537315,-0.06374195,-0.31069675,-0.13357736,-0.21887301,0.07860902,-0.046525367,-0.0642736,-0.07439836,0.0094766505,0.031729054,0.028068144,-0.24723394,-0.27786073,-0.43964428,-0.1319633,-0.28474244,-0.16624464,0.056916397,-0.21794918,0.082427874,-0.5027579,-0.0032955306,-0.0032142946,0.0,-0.87545985,0.0,0.0,-0.0009219335,0.0,0.0,0.0,0.0,0.0,0.0022866447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0020350204,0.0,-0.0033519764,0.0,0.0,-0.033315018,0.0074688382,-0.009384888,0.0,-0.0018145039,0.0,0.0,0.0,-0.0029794788,-0.004457484,0.0,0.0,0.0,-0.000913153,0.0,0.0,0.0100853145,0.0,0.0
JIO10058642,0,0.22328156,0.024941437,-0.01768485,0.32554656,0.058732912,0.08360935,-0.014172819,-0.29744732,0.20550987,-0.11707438,0.1097976,-0.034795042,0.16758469,0.044377074,-0.03166652,0.027929291,0.05455429,0.20242229,-0.24909168,0.37364364,-0.14509682,-0.35281903,-0.17377001,0.05475462,0.021965949,0.3649433,1.1947335,-0.0032955306,0.0118865585,0.0,-0.8904397,0.0,0.0,-0.0026651078,0.0,0.0,0.0,0.0,0.0,0.0022866447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0020350204,0.0,0.015637338,0.0,0.0,0.021823267,0.0045145364,0.0016168475,0.0,-0.0018145039,0.0,0.0,0.0,-0.0020454093,0.0008086815,0.0,0.0,0.0,0.01943643,0.0,0.0,0.013577438,0.0,0.0
JIO10007460,0,0.37391144,0.018138517,-0.008665353,0.14053094,-0.016444646,0.03849352,-0.06572892,-0.3218643,-0.99096215,-0.15699187,0.075353,0.08015837,0.04646465,-0.05038791,0.031596772,-0.07040624,-0.10339142,-0.55078715,-0.31765962,-0.080071606,-0.092732556,0.66239905,-0.010360386,0.07048314,0.03143587,0.23860416,-0.07734364,-0.001355554,-0.0032142946,0.0,-0.937467,0.0,0.0,-0.0016505938,0.0,0.0,0.0,0.0,0.0,0.0017677036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0012602462,0.0,-0.0009467725,0.0,0.0,0.04571429,0.0057175867,0.0045104614,0.0,-0.00072069914,0.0,0.0,0.0,0.055669338,0.0008086815,0.0,0.0,0.0,-0.000913153,0.0,0.0,0.009907103,0.0,0.0
JIO10049363,0,-0.08777418,-0.010486516,-0.021613708,0.009419441,-0.010451925,0.064739496,-0.0896623,-0.24003196,-0.72261894,-0.21328291,0.068082236,0.07890875,-0.045074675,0.061823487,-0.026213836,-0.053131808,-0.07642679,0.16655695,-0.18460472,-0.41953772,0.36366,-0.2518849,0.12191731,-0.08465093,0.028776772,0.24908485,-0.51881826,-0.001355554,0.0118865585,0.0,-0.8901421,0.0,0.0,-0.0009219335,0.0,0.0,0.0,0.0,0.0,0.0017677036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036367573,0.0,-0.0018813687,0.0,0.0,-0.026377287,-0.046502993,0.0016168475,0.0,-0.0018145039,0.0,0.0,0.0,-0.0029794788,0.0008086815,0.0,0.0,0.0,-0.000913153,0.0,0.0,0.0124603305,0.0,0.0
